id,prompt
5177,Skriv en anmeldelse av filmen «Norske byggeklosser» på rundt 400 ord hvor du gir terningkast 4
3961,Skriv en anmeldelse av filmen «Tyrannosaur» på rundt 300 ord hvor du gir terningkast 4
3802,Skriv en anmeldelse av filmen «Limitless» på rundt 600 ord hvor du gir terningkast 3
3893,Skriv en anmeldelse av filmen «Møte i Toscana» på rundt 300 ord hvor du gir terningkast 2
4016,Skriv en anmeldelse av filmen «The Raid: Redemption» på rundt 400 ord hvor du gir terningkast 4
4038,Skriv en anmeldelse av filmen «Skvis» på rundt 400 ord hvor du gir terningkast 3
4191,Skriv en anmeldelse av filmen «Percy Jackson: Monsterhavet» på rundt 400 ord hvor du gir terningkast 3
5256,Skriv en anmeldelse av filmen «Book Club» på rundt 100 ord hvor du gir terningkast 3
401902,Skriv en anmeldelse av filmen «Glass» på rundt 100 ord hvor du gir terningkast 3
5236,"Skriv en anmeldelse av filmen «Love, Simon» på rundt 500 ord hvor du gir terningkast 4"
5021,Skriv en anmeldelse av filmen «T.J. Miller: Meticulously Ridiculous» på rundt 500 ord hvor du gir terningkast 4
184,Skriv en anmeldelse av TV-serien «Beatles» på rundt 500 ord hvor du gir terningkast 3
401221,Skriv en anmeldelse av filmen «Jupiters måne» på rundt 500 ord hvor du gir terningkast 3
400790,Skriv en anmeldelse av TV-serien «Unge lovende» sesong 2 på rundt 100 ord hvor du gir terningkast 4
3339,Skriv en anmeldelse av filmen «Cassandra’s dream» på rundt 300 ord hvor du gir terningkast 3
4177,Skriv en anmeldelse av filmen «R.I.P.D.» på rundt 500 ord hvor du gir terningkast 2
401225,Skriv en anmeldelse av filmen «Mord på Orientekspressen» på rundt 600 ord hvor du gir terningkast 3
3614,Skriv en anmeldelse av filmen «Sex and the City 2» på rundt 600 ord hvor du gir terningkast 1
3313,Skriv en anmeldelse av filmen «Surf’s up» på rundt 300 ord hvor du gir terningkast 4
3643,Skriv en anmeldelse av filmen «Kommandør Treholt & Ninjatroppen» på rundt 400 ord hvor du gir terningkast 4
87,Skriv en anmeldelse av TV-serien «Solsidan» sesong 1 på rundt 500 ord hvor du gir terningkast 4
383,Skriv en anmeldelse av filmen «Last chance Harvey» på rundt 300 ord hvor du gir terningkast 2
4443,Skriv en anmeldelse av filmen «The Hunger Games: Mockingjay Part 1» på rundt 500 ord hvor du gir terningkast 4
353,Skriv en anmeldelse av TV-serien «MacGyver» sesong 1 på rundt 100 ord hvor du gir terningkast 2
4379,Skriv en anmeldelse av filmen «The Purge: Anarchy» på rundt 500 ord hvor du gir terningkast 3
4266,Skriv en anmeldelse av filmen «Kill Buljo 2» på rundt 500 ord hvor du gir terningkast 4
5372,Skriv en anmeldelse av filmen «Mid90s» på rundt 100 ord hvor du gir terningkast 5
3907,Skriv en anmeldelse av filmen «Muldvarpen» på rundt 400 ord hvor du gir terningkast 5
189,Skriv en anmeldelse av TV-serien «Homeland» sesong 4 på rundt 500 ord hvor du gir terningkast 5
4106,Skriv en anmeldelse av filmen «The Master» på rundt 600 ord hvor du gir terningkast 5
5179,Skriv en anmeldelse av filmen «Molly's game» på rundt 500 ord hvor du gir terningkast 4
3192,Skriv en anmeldelse av filmen «Bad Santa» på rundt 300 ord hvor du gir terningkast 1
5026,Skriv en anmeldelse av filmen «Whitney: Can I Be Me» på rundt 700 ord hvor du gir terningkast 4
3306,Skriv en anmeldelse av filmen «We Own the Night» på rundt 300 ord hvor du gir terningkast 5
400066,Skriv en anmeldelse av filmen «Phoenix» på rundt 400 ord hvor du gir terningkast 4
225,Skriv en anmeldelse av TV-serien «Silicon Valley» sesong 2 på rundt 600 ord hvor du gir terningkast 5
3813,Skriv en anmeldelse av filmen «Hanna» på rundt 500 ord hvor du gir terningkast 4
401857,Skriv en anmeldelse av filmen «Crazy Rich Asians» på rundt 600 ord hvor du gir terningkast 4
4474,Skriv en anmeldelse av filmen «Paddington» på rundt 400 ord hvor du gir terningkast 4
5019,Skriv en anmeldelse av filmen «Prinsesse Mononoke» på rundt 600 ord hvor du gir terningkast 6
400162,Skriv en anmeldelse av filmen «Suicide Squad» på rundt 100 ord hvor du gir terningkast 5
3206,Skriv en anmeldelse av filmen «Inland Empire» på rundt 300 ord hvor du gir terningkast 4
4713,Skriv en anmeldelse av filmen «How to Be Single» på rundt 500 ord hvor du gir terningkast 4
4504,Skriv en anmeldelse av filmen «Chappie» på rundt 400 ord hvor du gir terningkast 5
3991,Skriv en anmeldelse av filmen «Abraham Lincoln: Vampire Hunter» på rundt 400 ord hvor du gir terningkast 4
3756,Skriv en anmeldelse av filmen «Exteriors» på rundt 500 ord hvor du gir terningkast 4
3584,Skriv en anmeldelse av filmen «Apen» på rundt 300 ord hvor du gir terningkast 5
401346,Skriv en anmeldelse av filmen «Utøya 22. juli» på rundt 800 ord hvor du gir terningkast 5
3543,Skriv en anmeldelse av filmen «17 igjen» på rundt 400 ord hvor du gir terningkast 4
3229,Skriv en anmeldelse av filmen «Music and lyrics» på rundt 400 ord hvor du gir terningkast 4
3391,Skriv en anmeldelse av filmen «Fool’s Gold» på rundt 400 ord hvor du gir terningkast 3
4314,Skriv en anmeldelse av filmen «Non-stop» på rundt 400 ord hvor du gir terningkast 3
97,Skriv en anmeldelse av TV-serien «Supernatural: The Anime Series» sesong 1 på rundt 500 ord hvor du gir terningkast 2
4484,Skriv en anmeldelse av filmen «Irenes to liv» på rundt 500 ord hvor du gir terningkast 4
5176,Skriv en anmeldelse av filmen «Lucky» på rundt 600 ord hvor du gir terningkast 5
5104,Skriv en anmeldelse av filmen «Rom 213» på rundt 500 ord hvor du gir terningkast 4
3997,Skriv en anmeldelse av filmen «The Dark Knight Rises» på rundt 700 ord hvor du gir terningkast 4
287,Skriv en anmeldelse av TV-serien «Vinyl» sesong 1 på rundt 800 ord hvor du gir terningkast 5
4982,Skriv en anmeldelse av filmen «Get Out» på rundt 100 ord hvor du gir terningkast 5
3880,Skriv en anmeldelse av filmen «Immortals» på rundt 500 ord hvor du gir terningkast 4
412,Skriv en anmeldelse av filmen «Fryktelig lykkelig» på rundt 400 ord hvor du gir terningkast 4
3269,Skriv en anmeldelse av filmen «Transformers» på rundt 400 ord hvor du gir terningkast 4
136,Skriv en anmeldelse av TV-serien «Girls» sesong 2 på rundt 900 ord hvor du gir terningkast 5
3583,Skriv en anmeldelse av filmen «Alle mine kjære» på rundt 400 ord hvor du gir terningkast 3
3698,Skriv en anmeldelse av filmen «Due Date» på rundt 300 ord hvor du gir terningkast 4
3752,Skriv en anmeldelse av filmen «Vinterkrig» på rundt 300 ord hvor du gir terningkast 4
4898,Skriv en anmeldelse av filmen «Office Christmas Party» på rundt 100 ord hvor du gir terningkast 3
4882,Skriv en anmeldelse av filmen «Yarden» på rundt 100 ord hvor du gir terningkast 5
4865,Skriv en anmeldelse av filmen «Supervention II» på rundt 100 ord hvor du gir terningkast 5
238,Skriv en anmeldelse av TV-serien «Game of Thrones» sesong 5 på rundt 800 ord hvor du gir terningkast 5
4168,Skriv en anmeldelse av filmen «Pain & Gain» på rundt 600 ord hvor du gir terningkast 4
61,Skriv en anmeldelse av TV-serien «Brutte Løfter» sesong 1 på rundt 500 ord hvor du gir terningkast 5
435,Skriv en anmeldelse av filmen «Daybreakers» på rundt 400 ord hvor du gir terningkast 4
400138,Skriv en anmeldelse av filmen «Absolutely Fabulous: The Movie» på rundt 100 ord hvor du gir terningkast 4
4519,Skriv en anmeldelse av filmen «The Second Best Exotic Marigold Hotel» på rundt 400 ord hvor du gir terningkast 4
4185,Skriv en anmeldelse av filmen «Kyss meg for faen i helvete» på rundt 400 ord hvor du gir terningkast 4
400221,Skriv en anmeldelse av filmen «10 Cloverfield lane» på rundt 100 ord hvor du gir terningkast 5
4991,Skriv en anmeldelse av filmen «Song to Song» på rundt 100 ord hvor du gir terningkast 3
5458,Skriv en anmeldelse av TV-serien «Maniac» sesong 1 på rundt 100 ord hvor du gir terningkast 4
4286,Skriv en anmeldelse av filmen «Karsten og Petra på vinterferie» på rundt 400 ord hvor du gir terningkast 5
4214,Skriv en anmeldelse av filmen «Gåten Ragnarok» på rundt 500 ord hvor du gir terningkast 4
401698,Skriv en anmeldelse av TV-serien «Condor: CIA-agent på rømmen fra CIA» på rundt 500 ord hvor du gir terningkast 4
401412,Skriv en anmeldelse av filmen «Tomb Raider» på rundt 500 ord hvor du gir terningkast 3
4679,Skriv en anmeldelse av filmen «Min andre mor» på rundt 600 ord hvor du gir terningkast 5
4334,Skriv en anmeldelse av filmen «Enemies Closer» på rundt 600 ord hvor du gir terningkast 3
3406,Skriv en anmeldelse av filmen «The Mist» på rundt 400 ord hvor du gir terningkast 4
3549,Skriv en anmeldelse av filmen «My Bloody Valentine» på rundt 400 ord hvor du gir terningkast 5
400102,Skriv en anmeldelse av filmen «Why Him?» på rundt 100 ord hvor du gir terningkast 3
404,Skriv en anmeldelse av filmen «Law Abiding Citizen» på rundt 400 ord hvor du gir terningkast 3
5318,Skriv en anmeldelse av filmen «Julenissens datter» på rundt 500 ord hvor du gir terningkast 3
4308,Skriv en anmeldelse av filmen «Sorg og glede» på rundt 400 ord hvor du gir terningkast 5
400287,Skriv en anmeldelse av filmen «Taxi Teheran» på rundt 500 ord hvor du gir terningkast 5
5459,Skriv en anmeldelse av TV-serien «The Walking Dead» sesong 9 på rundt 600 ord hvor du gir terningkast 3
4830,Skriv en anmeldelse av filmen «Kubo og det magiske instrumentet» på rundt 100 ord hvor du gir terningkast 5
3572,Skriv en anmeldelse av filmen «Luftslottet som sprengtes» på rundt 500 ord hvor du gir terningkast 3
401209,Skriv en anmeldelse av filmen «Suburbicon» på rundt 400 ord hvor du gir terningkast 3
3559,Skriv en anmeldelse av filmen «Punisher: War Zone» på rundt 400 ord hvor du gir terningkast 5
5185,Skriv en anmeldelse av filmen «Red Sparrow» på rundt 600 ord hvor du gir terningkast 3
4362,Skriv en anmeldelse av filmen «Antboy» på rundt 400 ord hvor du gir terningkast 3
5225,Skriv en anmeldelse av filmen «Huset ved sjøen» på rundt 500 ord hvor du gir terningkast 4
3201,Skriv en anmeldelse av filmen «Stolthet og fordom» på rundt 400 ord hvor du gir terningkast 5
401633,Skriv en anmeldelse av filmen «A quiet place» på rundt 400 ord hvor du gir terningkast 5
5254,Skriv en anmeldelse av filmen «Mission: Impossible - Fallout» på rundt 600 ord hvor du gir terningkast 5
401531,Skriv en anmeldelse av filmen «Jungelgjengen» på rundt 400 ord hvor du gir terningkast 2
400353,Skriv en anmeldelse av filmen «Moderne kvinner» på rundt 100 ord hvor du gir terningkast 4
401360,Skriv en anmeldelse av filmen «Black Panther» på rundt 500 ord hvor du gir terningkast 5
4209,Skriv en anmeldelse av filmen «White House Down» på rundt 500 ord hvor du gir terningkast 4
401608,Skriv en anmeldelse av TV-serien «Castle Rock» på rundt 500 ord hvor du gir terningkast 5
4315,Skriv en anmeldelse av filmen «Captain America: The Winter Soldier» på rundt 400 ord hvor du gir terningkast 5
5192,Skriv en anmeldelse av filmen «Lady Bird» på rundt 500 ord hvor du gir terningkast 5
401013,Skriv en anmeldelse av filmen «The Dark Tower» på rundt 700 ord hvor du gir terningkast 4
4176,Skriv en anmeldelse av filmen «Pornopung» på rundt 600 ord hvor du gir terningkast 5
39,Skriv en anmeldelse av TV-serien «Cougar Town» sesong 1 på rundt 600 ord hvor du gir terningkast 2
4445,Skriv en anmeldelse av filmen «The Captive» på rundt 400 ord hvor du gir terningkast 4
4811,Skriv en anmeldelse av filmen «Truman» på rundt 100 ord hvor du gir terningkast 4
4107,Skriv en anmeldelse av filmen «Parker» på rundt 500 ord hvor du gir terningkast 3
3332,Skriv en anmeldelse av filmen «I am legend» på rundt 400 ord hvor du gir terningkast 4
5110,Skriv en anmeldelse av filmen «Wind River» på rundt 600 ord hvor du gir terningkast 4
3821,Skriv en anmeldelse av filmen «Super 8» på rundt 400 ord hvor du gir terningkast 5
3441,Skriv en anmeldelse av filmen «High School Musical 3» på rundt 400 ord hvor du gir terningkast 4
331,Skriv en anmeldelse av TV-serien «Luke Cage» sesong 1 på rundt 100 ord hvor du gir terningkast 5
3389,Skriv en anmeldelse av filmen «Doomsday» på rundt 400 ord hvor du gir terningkast 3
4973,Skriv en anmeldelse av filmen «Free Fire» på rundt 100 ord hvor du gir terningkast 5
3529,Skriv en anmeldelse av filmen «Hannah Montana - The Movie» på rundt 400 ord hvor du gir terningkast 3
4121,Skriv en anmeldelse av filmen «The Croods» på rundt 500 ord hvor du gir terningkast 4
401516,Skriv en anmeldelse av TV-serien «Bobby Kennedy for president» på rundt 1200 ord hvor du gir terningkast 5
4588,Skriv en anmeldelse av filmen «Mission: Impossible — Rogue Nation» på rundt 700 ord hvor du gir terningkast 5
4006,Skriv en anmeldelse av filmen «Ted» på rundt 400 ord hvor du gir terningkast 5
5010,Skriv en anmeldelse av filmen «Baywatch» på rundt 100 ord hvor du gir terningkast 2
3656,Skriv en anmeldelse av filmen «Submarino» på rundt 400 ord hvor du gir terningkast 6
4332,Skriv en anmeldelse av filmen «Nebraska» på rundt 400 ord hvor du gir terningkast 5
5248,Skriv en anmeldelse av filmen «Hotell Transylvania 3» på rundt 400 ord hvor du gir terningkast 3
3903,Skriv en anmeldelse av filmen «Elevator» på rundt 500 ord hvor du gir terningkast 3
78,Skriv en anmeldelse av TV-serien «Løgner» sesong 2 på rundt 700 ord hvor du gir terningkast 5
4290,Skriv en anmeldelse av filmen «Anchorman: The Legend Continues» på rundt 400 ord hvor du gir terningkast 4
5431,Skriv en anmeldelse av TV-serien «Roeng» sesong 1 på rundt 700 ord hvor du gir terningkast 3
5045,Skriv en anmeldelse av filmen «Glory» på rundt 500 ord hvor du gir terningkast 5
3816,Skriv en anmeldelse av filmen «Harry Potter og Dødstalismanene - Del 2» på rundt 900 ord hvor du gir terningkast 5
5005,Skriv en anmeldelse av filmen «De første skal bli de siste» på rundt 100 ord hvor du gir terningkast 5
400377,Skriv en anmeldelse av filmen «John Wick - Chapter 2» på rundt 100 ord hvor du gir terningkast 5
4035,Skriv en anmeldelse av filmen «Utdrikningsslaget» på rundt 400 ord hvor du gir terningkast 2
4608,Skriv en anmeldelse av filmen «Hitman: Agent 47» på rundt 600 ord hvor du gir terningkast 3
4509,Skriv en anmeldelse av filmen «Wild Tales» på rundt 300 ord hvor du gir terningkast 5
3381,"Skriv en anmeldelse av filmen «Be Kind, Rewind» på rundt 300 ord hvor du gir terningkast 4"
3431,Skriv en anmeldelse av filmen «Tropic Thunder» på rundt 400 ord hvor du gir terningkast 5
5208,Skriv en anmeldelse av filmen «Rampage» på rundt 600 ord hvor du gir terningkast 4
4505,Skriv en anmeldelse av filmen «Inherent Vice» på rundt 500 ord hvor du gir terningkast 5
3936,Skriv en anmeldelse av filmen «Project X» på rundt 500 ord hvor du gir terningkast 2
3308,Skriv en anmeldelse av filmen «Saw 4» på rundt 400 ord hvor du gir terningkast 3
121,Skriv en anmeldelse av TV-serien «Game of Thrones» sesong 2 på rundt 600 ord hvor du gir terningkast 6
3915,Skriv en anmeldelse av filmen «Snøen på Kilimanjaro» på rundt 400 ord hvor du gir terningkast 4
5313,Skriv en anmeldelse av filmen «Grinchen» på rundt 600 ord hvor du gir terningkast 4
400316,Skriv en anmeldelse av filmen «Milo – Månens vokter»» på rundt 100 ord hvor du gir terningkast 5
5416,Skriv en anmeldelse av TV-serien «Dark» sesong 1 på rundt 600 ord hvor du gir terningkast 4
3943,Skriv en anmeldelse av filmen «Lorax – Skogens vokter» på rundt 500 ord hvor du gir terningkast 3
400034,Skriv en anmeldelse av filmen «Citizenfour» på rundt 400 ord hvor du gir terningkast 5
400250,Skriv en anmeldelse av filmen «Middelhavet» på rundt 100 ord hvor du gir terningkast 4
195,Skriv en anmeldelse av TV-serien «Marco Polo» sesong 1 på rundt 800 ord hvor du gir terningkast 4
79,Skriv en anmeldelse av TV-serien «Skins» sesong 2 på rundt 900 ord hvor du gir terningkast 5
402009,Skriv en anmeldelse av TV-serien «Gladbeck» på rundt 100 ord hvor du gir terningkast 6
3226,Skriv en anmeldelse av filmen «Dreamgirls» på rundt 400 ord hvor du gir terningkast 3
3271,Skriv en anmeldelse av filmen «The Deer Hunter» på rundt 400 ord hvor du gir terningkast 5
400207,Skriv en anmeldelse av filmen «Grand Hotel» på rundt 100 ord hvor du gir terningkast 5
4302,Skriv en anmeldelse av filmen «RoboCop» på rundt 400 ord hvor du gir terningkast 4
3671,Skriv en anmeldelse av filmen «Romeo og Julie» på rundt 400 ord hvor du gir terningkast 6
3901,Skriv en anmeldelse av filmen «The Darkest Hour» på rundt 400 ord hvor du gir terningkast 2
3798,Skriv en anmeldelse av filmen «X-Men: First Class» på rundt 600 ord hvor du gir terningkast 4
401599,Skriv en anmeldelse av filmen «A Ciambra» på rundt 600 ord hvor du gir terningkast 5
401242,Skriv en anmeldelse av TV-serien «Le Bureau» sesong 3 på rundt 500 ord hvor du gir terningkast 6
5017,Skriv en anmeldelse av filmen «I Am Not Your Negro» på rundt 700 ord hvor du gir terningkast 6
38,Skriv en anmeldelse av TV-serien «24» sesong 8 på rundt 400 ord hvor du gir terningkast 3
3873,Skriv en anmeldelse av filmen «One Day» på rundt 400 ord hvor du gir terningkast 4
4712,Skriv en anmeldelse av filmen «Deadpool» på rundt 500 ord hvor du gir terningkast 5
401092,Skriv en anmeldelse av filmen «Victoria and Abdul» på rundt 400 ord hvor du gir terningkast 3
400007,Skriv en anmeldelse av filmen «Ted 2» på rundt 100 ord hvor du gir terningkast 2
5222,Skriv en anmeldelse av filmen «I Feel Pretty» på rundt 500 ord hvor du gir terningkast 3
4194,Skriv en anmeldelse av filmen «Mormor og de åtte ungene» på rundt 600 ord hvor du gir terningkast 4
3648,Skriv en anmeldelse av filmen «Toy Story 3» på rundt 400 ord hvor du gir terningkast 5
4983,Skriv en anmeldelse av filmen «Løvetannbarn» på rundt 100 ord hvor du gir terningkast 5
4082,Skriv en anmeldelse av filmen «Jack Reacher» på rundt 400 ord hvor du gir terningkast 4
400230,Skriv en anmeldelse av filmen «Palio» på rundt 100 ord hvor du gir terningkast 4
5337,Skriv en anmeldelse av filmen «Once Upon a Deadpool» på rundt 500 ord hvor du gir terningkast 4
3163,Skriv en anmeldelse av filmen «Hedwig and the Angry Inch» på rundt 300 ord hvor du gir terningkast 5
3421,Skriv en anmeldelse av filmen «Får jag lov – till den sista dansen» på rundt 400 ord hvor du gir terningkast 4
4932,Skriv en anmeldelse av filmen «T2 Trainspotting» på rundt 100 ord hvor du gir terningkast 4
401222,Skriv en anmeldelse av filmen «Lovløst land» på rundt 400 ord hvor du gir terningkast 3
4100,Skriv en anmeldelse av filmen «Rive-Rolf» på rundt 400 ord hvor du gir terningkast 5
122,Skriv en anmeldelse av TV-serien «Treme» sesong 2 på rundt 700 ord hvor du gir terningkast 6
400126,Skriv en anmeldelse av filmen «Jack Reacher» på rundt 100 ord hvor du gir terningkast 3
3874,Skriv en anmeldelse av filmen «50/50» på rundt 400 ord hvor du gir terningkast 5
44,Skriv en anmeldelse av TV-serien «Community» sesong 1 på rundt 500 ord hvor du gir terningkast 5
4375,Skriv en anmeldelse av filmen «Blandede følelser» på rundt 400 ord hvor du gir terningkast 3
3721,Skriv en anmeldelse av filmen «The Green Hornet» på rundt 600 ord hvor du gir terningkast 4
400785,"Skriv en anmeldelse av TV-serien «Feud, Bette and Joan» på rundt 100 ord hvor du gir terningkast 4"
4342,Skriv en anmeldelse av filmen «The Captive» på rundt 400 ord hvor du gir terningkast 4
4440,Skriv en anmeldelse av filmen «Utburd - myten våkner» på rundt 500 ord hvor du gir terningkast 4
4032,Skriv en anmeldelse av filmen «Flukt» på rundt 400 ord hvor du gir terningkast 4
3804,Skriv en anmeldelse av filmen «Something Borrowed» på rundt 400 ord hvor du gir terningkast 3
3856,Skriv en anmeldelse av filmen «Barnepiken» på rundt 400 ord hvor du gir terningkast 4
4249,Skriv en anmeldelse av filmen «The Hunger Games: Catching Fire» på rundt 500 ord hvor du gir terningkast 3
4422,Skriv en anmeldelse av filmen «Annabelle» på rundt 400 ord hvor du gir terningkast 3
5169,Skriv en anmeldelse av filmen «Los Bando» på rundt 500 ord hvor du gir terningkast 4
3190,Skriv en anmeldelse av filmen «Resident Evil: Apocalypse» på rundt 400 ord hvor du gir terningkast 1
3601,Skriv en anmeldelse av filmen «Clash Of The Titans» på rundt 400 ord hvor du gir terningkast 3
401628,Skriv en anmeldelse av filmen «Blindsone» på rundt 600 ord hvor du gir terningkast 5
4732,Skriv en anmeldelse av filmen «Deathgasm» på rundt 300 ord hvor du gir terningkast 3
5295,Skriv en anmeldelse av filmen «A Star Is Born» på rundt 500 ord hvor du gir terningkast 5
215,Skriv en anmeldelse av TV-serien «American Crime» sesong 1 på rundt 900 ord hvor du gir terningkast 5
93,Skriv en anmeldelse av TV-serien «Spooks» sesong 4 på rundt 700 ord hvor du gir terningkast 5
4551,Skriv en anmeldelse av filmen «Innsiden Ut» på rundt 400 ord hvor du gir terningkast 5
4861,Skriv en anmeldelse av filmen «Masterminds» på rundt 100 ord hvor du gir terningkast 2
4596,Skriv en anmeldelse av filmen «Irrational Man» på rundt 400 ord hvor du gir terningkast 4
400065,Skriv en anmeldelse av filmen «Menneskelig kapital» på rundt 300 ord hvor du gir terningkast 4
3661,Skriv en anmeldelse av filmen «Grown Ups» på rundt 400 ord hvor du gir terningkast 2
3560,Skriv en anmeldelse av filmen «Upperdog» på rundt 400 ord hvor du gir terningkast 5
5133,Skriv en anmeldelse av filmen «Kometen» på rundt 500 ord hvor du gir terningkast 4
3348,Skriv en anmeldelse av filmen «Lønsj» på rundt 400 ord hvor du gir terningkast 4
4848,Skriv en anmeldelse av filmen «Miss Peregrine's Home for Peculiar Children» på rundt 100 ord hvor du gir terningkast 4
4974,Skriv en anmeldelse av filmen «Smurfene: Den hemmelige landsbyen» på rundt 100 ord hvor du gir terningkast 3
400292,Skriv en anmeldelse av filmen «Der vindane møtes» på rundt 100 ord hvor du gir terningkast 5
401238,Skriv en anmeldelse av filmen «Star Wars: The Last Jedi» på rundt 1000 ord hvor du gir terningkast 5
4726,Skriv en anmeldelse av filmen «London Has Fallen» på rundt 500 ord hvor du gir terningkast 4
4435,"Skriv en anmeldelse av filmen «Love, Rosie» på rundt 500 ord hvor du gir terningkast 3"
4327,Skriv en anmeldelse av filmen «The Amazing Spider-Man 2» på rundt 400 ord hvor du gir terningkast 4
4336,Skriv en anmeldelse av filmen «Pompeii» på rundt 400 ord hvor du gir terningkast 4
400318,Skriv en anmeldelse av filmen «Lærer Frosk» på rundt 100 ord hvor du gir terningkast 4
400087,Skriv en anmeldelse av filmen «Taken 3» på rundt 400 ord hvor du gir terningkast 3
4357,Skriv en anmeldelse av filmen «Edge Of Tomorrow» på rundt 400 ord hvor du gir terningkast 5
400133,Skriv en anmeldelse av filmen «American Honey» på rundt 100 ord hvor du gir terningkast 4
60,Skriv en anmeldelse av TV-serien «Stargate Universe» sesong 1 på rundt 600 ord hvor du gir terningkast 3
3164,Skriv en anmeldelse av filmen «Zoolander» på rundt 300 ord hvor du gir terningkast 3
4999,Skriv en anmeldelse av filmen «Frantz» på rundt 100 ord hvor du gir terningkast 5
3448,Skriv en anmeldelse av filmen «The Strangers» på rundt 400 ord hvor du gir terningkast 4
3863,Skriv en anmeldelse av filmen «Vi har en pave!» på rundt 300 ord hvor du gir terningkast 4
4328,Skriv en anmeldelse av filmen «Venus In Fur» på rundt 400 ord hvor du gir terningkast 4
401634,Skriv en anmeldelse av filmen «Skjelvet» på rundt 700 ord hvor du gir terningkast 4
4163,Skriv en anmeldelse av filmen «Jurassic Park» på rundt 600 ord hvor du gir terningkast 6
4136,Skriv en anmeldelse av filmen «Sang for Marion» på rundt 400 ord hvor du gir terningkast 4
4768,Skriv en anmeldelse av filmen «Café Society» på rundt 100 ord hvor du gir terningkast 4
4562,Skriv en anmeldelse av filmen «Sicario» på rundt 500 ord hvor du gir terningkast 5
3838,Skriv en anmeldelse av filmen «Til siste hinder» på rundt 500 ord hvor du gir terningkast 4
400249,Skriv en anmeldelse av filmen «The Revenant» på rundt 100 ord hvor du gir terningkast 4
3992,Skriv en anmeldelse av filmen «What To Expect When You're Expecting» på rundt 400 ord hvor du gir terningkast 3
4918,Skriv en anmeldelse av filmen «Disippelen» på rundt 100 ord hvor du gir terningkast 5
401992,Skriv en anmeldelse av filmen «Van Gogh – At Eternity's Gate» på rundt 100 ord hvor du gir terningkast 5
4876,Skriv en anmeldelse av filmen «Hell or High Water» på rundt 100 ord hvor du gir terningkast 5
402097,Skriv en anmeldelse av TV-serien «Game of Thrones» på rundt 100 ord hvor du gir terningkast 4
401,Skriv en anmeldelse av filmen «Michael Jackson: This Is It» på rundt 100 ord hvor du gir terningkast 5
4507,Skriv en anmeldelse av filmen «Dirk Ohm – Illusjonisten som forsvant» på rundt 500 ord hvor du gir terningkast 3
4760,Skriv en anmeldelse av filmen «The Boss» på rundt 400 ord hvor du gir terningkast 3
401230,Skriv en anmeldelse av filmen «Rom 213» på rundt 400 ord hvor du gir terningkast 3
3693,Skriv en anmeldelse av filmen «Mummitrollet - Kometen kommer» på rundt 600 ord hvor du gir terningkast 6
401839,Skriv en anmeldelse av TV-serien «My Brilliant Friend» på rundt 600 ord hvor du gir terningkast 6
400091,Skriv en anmeldelse av filmen «Calvary – Golgata» på rundt 300 ord hvor du gir terningkast 4
4556,Skriv en anmeldelse av filmen «Youth» på rundt 400 ord hvor du gir terningkast 3
4639,Skriv en anmeldelse av filmen «Høst» på rundt 400 ord hvor du gir terningkast 4
3941,Skriv en anmeldelse av filmen «Ildfjell» på rundt 400 ord hvor du gir terningkast 5
229,Skriv en anmeldelse av TV-serien «Wayward Pines» sesong 1 på rundt 600 ord hvor du gir terningkast 3
401775,Skriv en anmeldelse av filmen «Nothing like a dame» på rundt 400 ord hvor du gir terningkast 5
5433,Skriv en anmeldelse av TV-serien «Atlanta» sesong 2 på rundt 500 ord hvor du gir terningkast 5
3919,Skriv en anmeldelse av filmen «This Means War» på rundt 400 ord hvor du gir terningkast 2
3361,Skriv en anmeldelse av filmen «Into the wild» på rundt 400 ord hvor du gir terningkast 5
5307,Skriv en anmeldelse av filmen «Bohemian Rhapsody» på rundt 600 ord hvor du gir terningkast 4
4451,Skriv en anmeldelse av filmen «Fasandreperne» på rundt 400 ord hvor du gir terningkast 4
400387,"Skriv en anmeldelse av filmen «Jeg, Daniel Blake»» på rundt 100 ord hvor du gir terningkast 4"
3910,Skriv en anmeldelse av filmen «Chronicle» på rundt 400 ord hvor du gir terningkast 5
401335,Skriv en anmeldelse av filmen «Downsizing» på rundt 600 ord hvor du gir terningkast 4
4672,Skriv en anmeldelse av filmen «Snoopy og Charlie Brown: Knøttene-filmen» på rundt 400 ord hvor du gir terningkast 4
153,Skriv en anmeldelse av TV-serien «The Bridge» sesong 1 på rundt 800 ord hvor du gir terningkast 4
3795,Skriv en anmeldelse av filmen «Hangover 2» på rundt 400 ord hvor du gir terningkast 4
4793,Skriv en anmeldelse av filmen «Sensommer» på rundt 100 ord hvor du gir terningkast 5
401300,Skriv en anmeldelse av filmen «Maze Runner» på rundt 400 ord hvor du gir terningkast 4
3445,Skriv en anmeldelse av filmen «Kurt blir grusom» på rundt 400 ord hvor du gir terningkast 4
3607,Skriv en anmeldelse av filmen «The Runaways» på rundt 400 ord hvor du gir terningkast 5
76,Skriv en anmeldelse av TV-serien «Merlin» sesong 3 på rundt 600 ord hvor du gir terningkast 4
3456,Skriv en anmeldelse av filmen «Red» på rundt 400 ord hvor du gir terningkast 4
3653,Skriv en anmeldelse av filmen «Brødrene Dal og vikingsverdets forbannelse» på rundt 400 ord hvor du gir terningkast 3
4326,Skriv en anmeldelse av filmen «Ida» på rundt 400 ord hvor du gir terningkast 5
